notification_date,postcode,likely_source_of_infection,lhd_2010_code,lhd_2010_name,lga_code19,lga_name19
2020-03-27,2018,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-27,2760,Overseas,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-27,2209,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-27,2570,Overseas,X710,South Western Sydney,11450,Camden (A)
2020-03-27,2170,Overseas,X710,South Western Sydney,14900,Liverpool (C)
2020-03-27,2209,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-27,2046,Locally acquired - source not identified,X700,Sydney,11520,Canada Bay (A)
2020-03-27,2209,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-27,2209,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-27,2758,Overseas,X750,Nepean Blue Mountains,13800,Hawkesbury (C)
2020-03-27,2749,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-27,,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-03-27,2074,Locally acquired - source not identified,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-27,2044,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,14170,Inner West (A)
2020-03-27,2026,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-27,2444,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-03-27,2749,Locally acquired - source not identified,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-27,2567,Locally acquired - source not identified,X710,South Western Sydney,11450,Camden (A)
2020-03-27,2066,Interstate,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-27,2428,Overseas,X800,Hunter New England,15240,Mid-Coast (A)
2020-03-27,2024,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-27,2072,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-27,2113,Locally acquired - source not identified,X760,Northern Sydney,16700,Ryde (C)
2020-03-27,2120,Overseas,X760,Northern Sydney,14000,Hornsby (A)
2020-03-27,2250,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-27,2035,Interstate,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-27,2428,Overseas,X800,Hunter New England,15240,Mid-Coast (A)
2020-03-27,2120,Overseas,X760,Northern Sydney,14000,Hornsby (A)
2020-03-27,2225,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-27,2018,Locally acquired - source not identified,X700,Sydney,17200,Sydney (C)
2020-03-27,2528,Overseas,X730,Illawarra Shoalhaven,16900,Shellharbour (C)
2020-03-27,2122,Locally acquired - source not identified,X760,Northern Sydney,16700,Ryde (C)
2020-03-27,2018,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-27,2122,Overseas,X760,Northern Sydney,16700,Ryde (C)
2020-03-27,2204,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-27,2155,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-27,2022,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-27,2517,Locally acquired - contact of a confirmed case and/or in a known cluster,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-27,2280,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-27,2330,Overseas,X800,Hunter New England,17000,Singleton (A)
2020-03-27,2035,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-27,2430,Overseas,X800,Hunter New England,15240,Mid-Coast (A)
2020-03-27,2480,Overseas,X810,Northern NSW,14850,Lismore (C)
2020-03-27,2127,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,16260,Parramatta (C)
2020-03-27,2777,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,10900,Blue Mountains (C)
2020-03-27,2750,Locally acquired - source not identified,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-27,2209,Overseas,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-27,2015,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-27,2320,Overseas,X800,Hunter New England,15050,Maitland (C)
2020-03-27,2145,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-03-27,2061,Overseas,X760,Northern Sydney,15950,North Sydney (A)
2020-03-27,2163,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,12850,Fairfield (C)
2020-03-27,2262,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-27,2039,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-27,2076,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-27,2213,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-27,2450,Overseas,X820,Mid North Coast,11800,Coffs Harbour (C)
2020-03-27,2643,Overseas,X840,Murrumbidgee,12870,Federation (A)
2020-03-27,2745,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-27,2077,Overseas,X760,Northern Sydney,14000,Hornsby (A)
2020-03-27,2540,Overseas,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-27,2088,Overseas,X760,Northern Sydney,15350,Mosman (A)
2020-03-27,2040,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,14170,Inner West (A)
2020-03-27,2340,Overseas,X800,Hunter New England,17310,Tamworth Regional (A)
2020-03-27,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-27,2061,Overseas,X760,Northern Sydney,15950,North Sydney (A)
2020-03-27,9999,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-03-27,2567,Overseas,X710,South Western Sydney,11450,Camden (A)
2020-03-27,2093,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-27,2081,Overseas,X760,Northern Sydney,14000,Hornsby (A)
2020-03-27,2216,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-27,2029,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-27,2031,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-27,2292,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-27,2646,Overseas,X840,Murrumbidgee,12870,Federation (A)
2020-03-27,2560,Overseas,X710,South Western Sydney,11500,Campbelltown (C) (NSW)
2020-03-27,2075,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-27,2113,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,16700,Ryde (C)
2020-03-27,2483,Overseas,X810,Northern NSW,11350,Byron (A)
2020-03-27,2250,Locally acquired - source not identified,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-27,2171,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,14900,Liverpool (C)
2020-03-27,2262,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-27,2262,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-27,2090,Overseas,X760,Northern Sydney,15950,North Sydney (A)
2020-03-27,2444,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-03-27,2716,Overseas,X840,Murrumbidgee,15560,Murrumbidgee (A)
2020-03-27,2300,Locally acquired - source not identified,X800,Hunter New England,15900,Newcastle (C)
2020-03-27,2443,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-03-27,2372,Locally acquired - source not identified,X800,Hunter New England,17400,Tenterfield (A)
2020-03-27,2262,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-27,2259,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-27,2259,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-27,2581,Overseas,X830,Southern NSW,17640,Upper Lachlan Shire (A)
2020-03-27,2251,Locally acquired - contact of a confirmed case and/or in a known cluster,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-27,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-27,2068,Locally acquired - source not identified,X760,Northern Sydney,18250,Willoughby (C)
2020-03-27,2576,Overseas,X710,South Western Sydney,18350,Wingecarribee (A)
2020-03-27,2204,Locally acquired - source not identified,X700,Sydney,14170,Inner West (A)
2020-03-27,2581,Overseas,X830,Southern NSW,17640,Upper Lachlan Shire (A)
2020-03-27,2160,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-03-27,2171,Interstate,X710,South Western Sydney,14900,Liverpool (C)
2020-03-27,2161,Overseas,X740,Western Sydney,12380,Cumberland (A)
2020-03-27,2071,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-27,2540,Overseas,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-27,2153,Interstate,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-27,2070,Interstate,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-27,2260,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-27,2515,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-27,2068,Overseas,X760,Northern Sydney,18250,Willoughby (C)
2020-03-27,2116,Locally acquired - source not identified,X740,Western Sydney,16260,Parramatta (C)
2020-03-27,2536,Overseas,X830,Southern NSW,12750,Eurobodalla (A)
2020-03-27,2515,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-27,2316,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-27,2026,Interstate,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-27,2010,Overseas,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-27,2077,Overseas,X760,Northern Sydney,14000,Hornsby (A)
2020-03-27,2317,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-27,2090,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15950,North Sydney (A)
2020-03-27,2023,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-28,2100,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-28,2483,Overseas,X810,Northern NSW,11350,Byron (A)
2020-03-28,2536,Locally acquired - source not identified,X830,Southern NSW,12750,Eurobodalla (A)
2020-03-28,2281,Overseas,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-28,2145,Overseas,X740,Western Sydney,12380,Cumberland (A)
2020-03-28,2259,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-28,2093,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-28,2145,Locally acquired - source not identified,X740,Western Sydney,12380,Cumberland (A)
2020-03-28,2145,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-03-28,9999,Overseas,,,,
2020-03-28,2711,Overseas,X840,Murrumbidgee,13850,Hay (A)
2020-03-28,2125,Locally acquired - source not identified,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-28,2020,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-28,2482,Overseas,X810,Northern NSW,11350,Byron (A)
2020-03-28,2582,Overseas,X830,Southern NSW,18710,Yass Valley (A)
2020-03-28,2099,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-28,2539,Overseas,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-28,2650,Overseas,X840,Murrumbidgee,17750,Wagga Wagga (C)
2020-03-28,2229,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-28,2444,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-03-28,2565,Overseas,X710,South Western Sydney,11500,Campbelltown (C) (NSW)
2020-03-28,2445,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-03-28,9999,Overseas,,,,
2020-03-28,2477,Overseas,X810,Northern NSW,10250,Ballina (A)
2020-03-28,2444,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-03-28,2023,Locally acquired - source not identified,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-28,2023,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,18500,Woollahra (A)
2020-03-28,2038,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-28,2650,Overseas,X840,Murrumbidgee,17750,Wagga Wagga (C)
2020-03-28,2620,Overseas,X830,Southern NSW,16490,Queanbeyan-Palerang Regional (A)
2020-03-28,2582,Overseas,X830,Southern NSW,18710,Yass Valley (A)
2020-03-28,2291,Overseas,X800,Hunter New England,15900,Newcastle (C)
2020-03-28,2518,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-28,2112,Overseas,X760,Northern Sydney,16700,Ryde (C)
2020-03-28,2122,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,16700,Ryde (C)
2020-03-28,9999,Overseas,,,,
2020-03-28,9999,Overseas,,,,
2020-03-28,2122,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,16700,Ryde (C)
2020-03-28,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-28,2325,Overseas,X800,Hunter New England,11720,Cessnock (C)
2020-03-28,2315,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-28,2007,Locally acquired - source not identified,X700,Sydney,17200,Sydney (C)
2020-03-28,2162,Locally acquired - source not identified,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-28,2316,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-28,2444,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-03-28,2316,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-28,2200,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-28,2020,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-28,2020,Locally acquired - source not identified,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-28,2325,Overseas,X800,Hunter New England,11720,Cessnock (C)
2020-03-28,2251,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-28,2251,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-28,2251,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-28,2155,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-28,2207,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-28,2039,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-28,2198,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-28,2198,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-28,2034,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-28,2575,Interstate,X710,South Western Sydney,18350,Wingecarribee (A)
2020-03-28,2009,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-28,2017,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-28,2145,Locally acquired - source not identified,X740,Western Sydney,12380,Cumberland (A)
2020-03-28,2769,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-03-28,2155,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-28,9999,Overseas,,,,
2020-03-28,2536,Overseas,X830,Southern NSW,12750,Eurobodalla (A)
2020-03-28,2097,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-28,2464,Overseas,X810,Northern NSW,11730,Clarence Valley (A)
2020-03-28,2560,Overseas,X710,South Western Sydney,11500,Campbelltown (C) (NSW)
2020-03-28,2112,Overseas,X760,Northern Sydney,16700,Ryde (C)
2020-03-28,2060,Overseas,X760,Northern Sydney,15950,North Sydney (A)
2020-03-28,2092,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-28,2097,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-28,2745,Overseas,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-28,2011,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,17200,Sydney (C)
2020-03-28,2112,Overseas,X760,Northern Sydney,16700,Ryde (C)
2020-03-28,2113,Overseas,X760,Northern Sydney,16700,Ryde (C)
2020-03-28,2210,Overseas,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-28,2316,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-28,2567,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11450,Camden (A)
2020-03-28,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-28,2077,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14000,Hornsby (A)
2020-03-28,2567,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11450,Camden (A)
2020-03-28,2228,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-28,2716,Overseas,X840,Murrumbidgee,15560,Murrumbidgee (A)
2020-03-28,2122,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,16700,Ryde (C)
2020-03-28,2251,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-28,2074,Overseas,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-28,2076,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,14500,Ku-ring-gai (A)
2020-03-28,2153,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-28,2097,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-28,5114,Overseas,,,,
2020-03-28,2138,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11520,Canada Bay (A)
2020-03-28,2257,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-28,2320,Overseas,X800,Hunter New England,15050,Maitland (C)
2020-03-28,2093,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-28,2439,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-03-28,2650,Overseas,X840,Murrumbidgee,17750,Wagga Wagga (C)
2020-03-28,2046,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11520,Canada Bay (A)
2020-03-28,2780,Overseas,X750,Nepean Blue Mountains,10900,Blue Mountains (C)
2020-03-28,2213,Locally acquired - contact of a confirmed case and/or in a known cluster,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-28,2101,Interstate,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-28,2217,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-28,2044,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,14170,Inner West (A)
2020-03-28,2759,Locally acquired - contact of a confirmed case and/or in a known cluster,X750,Nepean Blue Mountains,16350,Penrith (C)
2020-03-28,2850,Overseas,X850,Western NSW,15270,Mid-Western Regional (A)
2020-03-28,2232,Overseas,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-28,2233,Locally acquired - source not identified,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-28,2768,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-03-28,2022,Locally acquired - source not identified,X720,South Eastern Sydney,18050,Waverley (A)
2020-03-28,4101,Overseas,,,,
2020-03-28,4165,Overseas,,,,
2020-03-28,2100,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-28,2092,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-28,2850,Overseas,X850,Western NSW,15270,Mid-Western Regional (A)
2020-03-28,2046,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11520,Canada Bay (A)
2020-03-28,2350,Locally acquired - contact of a confirmed case and/or in a known cluster,X800,Hunter New England,10130,Armidale Regional (A)
2020-03-28,2251,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-28,2212,Overseas,X710,South Western Sydney,11570,Canterbury-Bankstown (A)
2020-03-28,2160,Overseas,X740,Western Sydney,12380,Cumberland (A)
2020-03-28,2068,Overseas,X760,Northern Sydney,18250,Willoughby (C)
2020-03-29,2540,Locally acquired - source not identified,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-29,2439,Overseas,X820,Mid North Coast,16380,Port Macquarie-Hastings (A)
2020-03-29,2042,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-29,0000,Locally acquired - contact of a confirmed case and/or in a known cluster,,,,
2020-03-29,2134,Overseas,X700,Sydney,11300,Burwood (A)
2020-03-29,2168,Overseas,X710,South Western Sydney,14900,Liverpool (C)
2020-03-29,2018,Overseas,X700,Sydney,17200,Sydney (C)
2020-03-29,2148,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2210,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-29,2210,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-29,2578,Overseas,X710,South Western Sydney,18350,Wingecarribee (A)
2020-03-29,2049,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-29,2046,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11520,Canada Bay (A)
2020-03-29,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2031,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-29,2148,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2206,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-03-29,,Overseas,,,,
2020-03-29,2066,Overseas,X760,Northern Sydney,14700,Lane Cove (A)
2020-03-29,2103,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-29,2250,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-29,2257,Locally acquired - source not identified,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-29,2145,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,12380,Cumberland (A)
2020-03-29,2153,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-29,2020,Locally acquired - source not identified,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-29,2217,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-29,2642,Overseas,X840,Murrumbidgee,13340,Greater Hume Shire (A)
2020-03-29,2138,Locally acquired - source not identified,X700,Sydney,11520,Canada Bay (A)
2020-03-29,2194,Overseas,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-03-29,2540,Locally acquired - contact of a confirmed case and/or in a known cluster,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-29,2795,Overseas,X850,Western NSW,10470,Bathurst Regional (A)
2020-03-29,2155,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-29,2766,Locally acquired - source not identified,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2063,Overseas,X760,Northern Sydney,18250,Willoughby (C)
2020-03-29,2428,Overseas,X800,Hunter New England,15240,Mid-Coast (A)
2020-03-29,2086,Locally acquired - contact of a confirmed case and/or in a known cluster,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-29,2761,Locally acquired - source not identified,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2263,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-29,2020,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-29,2094,Overseas,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-29,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2767,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2218,Overseas,X720,South Eastern Sydney,12930,Georges River (A)
2020-03-29,2042,Locally acquired - contact of a confirmed case and/or in a known cluster,X700,Sydney,17200,Sydney (C)
2020-03-29,2316,Overseas,X800,Hunter New England,16400,Port Stephens (A)
2020-03-29,2770,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2770,Overseas,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2194,Overseas,X700,Sydney,11570,Canterbury-Bankstown (A)
2020-03-29,4178,Overseas,,,,
2020-03-29,2031,Overseas,X720,South Eastern Sydney,16550,Randwick (C)
2020-03-29,2217,Overseas,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-29,2650,Overseas,X840,Murrumbidgee,17750,Wagga Wagga (C)
2020-03-29,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2325,Overseas,X800,Hunter New England,11720,Cessnock (C)
2020-03-29,2282,Locally acquired - source not identified,X800,Hunter New England,14650,Lake Macquarie (C)
2020-03-29,2151,Interstate,X740,Western Sydney,16260,Parramatta (C)
2020-03-29,2019,Locally acquired - contact of a confirmed case and/or in a known cluster,X720,South Eastern Sydney,10500,Bayside (A)
2020-03-29,2125,Overseas,X740,Western Sydney,17420,The Hills Shire (A)
2020-03-29,2009,Interstate,X700,Sydney,17200,Sydney (C)
2020-03-29,2763,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2130,Overseas,X700,Sydney,14170,Inner West (A)
2020-03-29,2250,Overseas,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-29,2046,Overseas,X700,Sydney,11520,Canada Bay (A)
2020-03-29,2096,Locally acquired - source not identified,X760,Northern Sydney,15990,Northern Beaches (A)
2020-03-29,2234,Locally acquired - source not identified,X720,South Eastern Sydney,17150,Sutherland Shire (A)
2020-03-29,2500,Overseas,X730,Illawarra Shoalhaven,18450,Wollongong (C)
2020-03-29,2257,Locally acquired - contact of a confirmed case and/or in a known cluster,X770,Central Coast,11650,Central Coast (C) (NSW)
2020-03-29,2770,Locally acquired - source not identified,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2340,Interstate,X800,Hunter New England,17310,Tamworth Regional (A)
2020-03-29,2535,Overseas,X730,Illawarra Shoalhaven,16950,Shoalhaven (C)
2020-03-29,2148,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
2020-03-29,2147,Locally acquired - contact of a confirmed case and/or in a known cluster,X740,Western Sydney,10750,Blacktown (C)
